order_id,order_date,ship_date,customer_id,product_id,category_x,sub_category_x,quantity,sales,discount,profit,order_month,profit_margin_pct,shipping_days,product_name,category_y,sub_category_y,unit_cost,list_price,customer_name,segment,region,city
NM202401503720,2024-01-28,2024-02-03,CU0133,PR516,Office Supplies,Binders,4,34.7,0.1,15.18,January,43.74639769452449,6.0,Ring Binder,Office Supplies,Binders,4.88,9.64,Morgan Ray,Corporate,West,Los Angeles
NM202401461324,2024-01-08,2024-01-15,CU0005,PR513,Furniture,Tables,5,1143.18,0.1,163.03,January,14.26109624031211,7.0,Meeting Table,Furniture,Tables,196.03,254.04,Jamie Fox,Home Office,East,New York
NM202401778625,2024-01-04,2024-01-04,CU0150,PR518,Office Supplies,Paper,7,426.2,0.1,188.2,January,44.157672454246836,0.0,Copy Paper,Office Supplies,Paper,34.0,67.65,Riley Fox,Consumer,South,Miami
NM202401289238,2024-01-30,2024-02-04,CU0129,PR509,Technology,Machines,1,662.47,0.0,326.26,January,49.24902259724968,5.0,Shredder S,Technology,Machines,336.21,662.47,Quinn Roy,Home Office,South,Atlanta
NM202401246786,2024-01-29,2024-02-02,CU0087,PR510,Furniture,Chairs,8,1747.01,0.1,412.53,January,23.61348818839045,4.0,Task Chair,Furniture,Chairs,166.81,242.64,Sam Roy,Corporate,South,Miami
NM202401808992,,,CU0208,PR518,Office Supplies,Paper,5,338.25,0.0,0.0,,0.0,,Copy Paper,Office Supplies,Paper,34.0,67.65,Morgan Ray,Corporate,West,Seattle
NM202401593301,2024-01-29,2024-01-29,CU0225,PR524,Office Supplies,Art,5,422.55,0.0,92.85,January,21.973730919417818,0.0,Sketch Pad,Office Supplies,Art,65.94,84.51,Sam Dean,Consumer,West,Los Angeles
NM202401391577,2024-01-26,2024-02-02,CU0085,PR523,Office Supplies,Art,4,204.12,0.0,49.52,January,24.260239075053892,7.0,Marker Set,Office Supplies,Art,38.65,51.03,Riley Ray,Corporate,West,Seattle
NM202401126192,2024-01-15,2024-01-16,CU0145,PR517,Office Supplies,Binders,3,225.52,0.15,81.94,January,36.33380631429585,1.0,Poly Binder,Office Supplies,Binders,47.86,88.44,Jamie Hunt,Corporate,South,Atlanta
NM202401432291,2024-01-04,2024-01-07,CU0060,PR515,Furniture,Bookcases,2,686.77,0.4,53.21,January,7.747863185637113,3.0,Corner Case,Furniture,Bookcases,316.78,572.31,Quinn Dean,Consumer,South,Miami
NM202401409156,2024-01-07,2024-01-09,CU0093,PR505,Technology,Accessories,3,495.31,0.15,157.75,January,31.848741192384566,2.0,BT Mouse,Technology,Accessories,112.52,194.24,Taylor Bell,Consumer,East,New York
NM202401899050,,,CU0110,PR523,Office Supplies,Art,3,153.09,0.0,37.14,,24.260239075053892,,Marker Set,Office Supplies,Art,38.65,51.03,Jordan Wood,Consumer,West,Seattle
NM202401681028,2024-01-28,2024-02-02,CU0141,PR516,Office Supplies,Binders,5,40.97,0.15,16.57,January,40.44422748352453,5.0,Ring Binder,Office Supplies,Binders,4.88,9.64,Jamie Fox,Corporate,South,Atlanta
NM202401957009,2024-01-17,2024-01-17,CU0092,PR523,Office Supplies,Art,5,229.64,0.1,36.39,January,15.846542414213552,0.0,Marker Set,Office Supplies,Art,38.65,51.03,Casey Fox,Home Office,South,Miami
NM202401882230,2024-01-08,2024-01-11,CU0107,PR518,Office Supplies,Paper,2,108.24,0.2,40.24,January,37.17664449371767,3.0,Copy Paper,Office Supplies,Paper,34.0,67.65,Taylor Lee,Corporate,South,Miami
NM202401641127,2024-01-17,2024-01-23,CU0047,PR506,Technology,Accessories,3,1961.4,0.0,976.56,January,49.788926277148974,6.0,Keyboard X,Technology,Accessories,328.28,653.8,Morgan Shah,Consumer,East,Boston
NM202401642321,2024-01-19,2024-01-22,CU0114,PR507,Technology,Machines,1,29.88,0.3,10.03,January,33.56760374832664,3.0,LaserJet 100,Technology,Machines,19.85,42.69,Riley Roy,Corporate,West,Los Angeles
NM202401389704,2024-01-18,2024-01-21,CU0035,PR504,Technology,Accessories,5,3639.6,0.0,1506.65,January,41.396032531047375,3.0,USB Hub,Technology,Accessories,426.59,727.92,Riley Cruz,Corporate,Central,Dallas
NM202401737200,2024-01-06,2024-01-13,CU0108,PR515,Furniture,Bookcases,2,1144.62,0.0,511.06,January,44.64887910398211,7.0,Corner Case,Furniture,Bookcases,316.78,572.31,Sam Dean,Consumer,East,New York
NM202401773971,2024-01-11,2024-01-17,CU0075,PR520,Office Supplies,Paper,3,20.79,0.3,5.16,January,24.81962481962482,6.0,Sticky Notes,Office Supplies,Paper,5.21,9.9,Casey Dean,Consumer,West,Seattle
NM202401683935,2024-01-06,2024-01-08,CU0181,PR508,Technology,Machines,3,688.35,0.0,333.63,January,48.46807583351492,2.0,InkFlow 20,Technology,Machines,118.24,229.45,Casey Dean,Home Office,East,New York
NM202401713919,,,CU0161,PR516,Office Supplies,Binders,7,60.73,0.1,26.57,,43.751029145397666,,Ring Binder,Office Supplies,Binders,4.88,9.64,Riley Hunt,Corporate,Central,Chicago
NM202401637110,2024-01-11,2024-01-15,CU0153,PR503,Technology,Phones,7,1084.23,0.0,397.6,January,36.671186002969854,4.0,iView 11,Technology,Phones,98.09,154.89,Casey Wood,Consumer,South,Miami
NM202401704148,2024-01-18,2024-01-18,CU0224,PR513,Furniture,Tables,7,1778.28,0.0,406.07,January,22.8349866162809,0.0,Meeting Table,Furniture,Tables,196.03,254.04,Jordan Fox,Consumer,East,New York
NM202401513383,2024-01-25,2024-01-27,CU0098,PR508,Technology,Machines,5,917.8,0.2,326.6,January,35.58509479189366,2.0,InkFlow 20,Technology,Machines,118.24,229.45,Sam Cruz,Home Office,Central,Dallas
NM202401748289,2024-01-25,2024-01-28,CU0208,PR521,Office Supplies,Storage,6,298.8,0.0,70.92,January,23.734939759036145,3.0,Storage Box,Office Supplies,Storage,37.98,49.8,Morgan Ray,Corporate,West,Seattle
NM202401565566,2024-01-28,2024-02-02,CU0082,PR512,Furniture,Tables,2,836.34,0.4,-178.78,January,-21.376473682951907,5.0,Standing Desk,Furniture,Tables,507.56,696.95,Casey Ray,Consumer,East,New York
NM202401654225,2024-01-15,2024-01-18,CU0240,PR524,Office Supplies,Art,4,270.43,0.2,6.67,January,2.4664423325814444,3.0,Sketch Pad,Office Supplies,Art,65.94,84.51,Sam Cruz,Home Office,East,New York
NM202401991878,2024-01-23,2024-01-24,CU0205,PR505,Technology,Accessories,1,116.54,0.4,4.02,January,3.4494594130770544,1.0,BT Mouse,Technology,Accessories,112.52,194.24,Jordan Lee,Consumer,Central,Dallas
NM202401804094,2024-01-23,2024-01-23,CU0060,PR503,Technology,Phones,1,154.89,0.0,56.8,January,36.671186002969854,0.0,iView 11,Technology,Phones,98.09,154.89,Quinn Dean,Consumer,South,Miami
NM202401389997,2024-01-23,2024-01-28,CU0116,PR506,Technology,Accessories,7,4576.6,0.0,2278.64,January,49.788926277148974,5.0,Keyboard X,Technology,Accessories,328.28,653.8,Jamie Wood,Home Office,East,Boston
NM202401611082,2024-01-11,2024-01-13,CU0148,PR502,Technology,Phones,7,1887.34,0.15,750.26,January,39.752243898820566,2.0,Pixel Mini,Technology,Phones,162.44,317.2,Alex Shah,Corporate,South,Atlanta
NM202401634722,2024-01-19,2024-01-21,CU0029,PR514,Furniture,Bookcases,3,556.44,0.3,76.35,January,13.721155919775715,2.0,4-Shelf Case,Furniture,Bookcases,160.03,264.97,Casey Hunt,Home Office,West,Los Angeles
NM202401686020,2024-01-31,2024-01-31,CU0102,PR509,Technology,Machines,7,4637.29,0.0,2283.82,January,49.24902259724969,0.0,Shredder S,Technology,Machines,336.21,662.47,Riley Dean,Consumer,West,Los Angeles
NM202401709825,2024-01-13,2024-01-15,CU0030,PR511,Furniture,Chairs,8,855.43,0.1,354.07,January,41.3908794407491,2.0,Mesh Chair,Furniture,Chairs,62.67,118.81,Sam Lee,Corporate,West,Los Angeles
NM202402292822,,,CU0236,PR514,Furniture,Bookcases,8,2119.76,0.0,839.52,,39.60448352643695,,4-Shelf Case,Furniture,Bookcases,160.03,264.97,Jamie Lee,Home Office,South,Miami
NM202402252375,2024-02-20,2024-02-26,CU0122,PR518,Office Supplies,Paper,8,460.02,0.15,188.02,February,40.872135994087216,6.0,Copy Paper,Office Supplies,Paper,34.0,67.65,Casey Ray,Home Office,East,Boston
NM202402529216,,,CU0151,PR519,Office Supplies,Paper,7,63.06,0.2,12.73,,20.187123374563907,,Cardstock,Office Supplies,Paper,7.19,11.26,Jamie Dean,Home Office,Central,Chicago
NM202402195403,,,CU0066,PR504,Technology,Accessories,7,4585.9,0.1,1599.77,,34.88453738633638,,USB Hub,Technology,Accessories,426.59,727.92,Morgan Cruz,Home Office,West,Seattle
NM202402770080,,,CU0023,PR506,Technology,Accessories,7,4576.6,0.0,2278.64,,49.788926277148974,,Keyboard X,Technology,Accessories,328.28,653.8,Taylor Hunt,Corporate,Central,Chicago
NM202402814009,,,CU0153,PR511,Furniture,Chairs,8,807.91,0.15,306.55,,37.9435828248196,,Mesh Chair,Furniture,Chairs,62.67,118.81,Casey Wood,Consumer,South,Miami
NM202402241668,,,CU0223,PR506,Technology,Accessories,6,3530.52,0.1,1560.84,,44.209918085721085,,Keyboard X,Technology,Accessories,328.28,653.8,Drew Dean,Consumer,Central,Dallas
NM202402141241,,,CU0160,PR518,Office Supplies,Paper,8,541.2,0.0,269.2,,49.741315594974125,,Copy Paper,Office Supplies,Paper,34.0,67.65,Quinn Fox,Home Office,South,Atlanta
NM202402336615,,,CU0113,PR512,Furniture,Tables,8,5575.6,0.0,1515.12,,27.174115790228853,,Standing Desk,Furniture,Tables,507.56,696.95,Taylor Hunt,Corporate,South,Atlanta
NM202402107740,,,CU0137,PR517,Office Supplies,Binders,8,601.39,0.15,218.51,,36.3341591978583,,Poly Binder,Office Supplies,Binders,47.86,88.44,Jordan Roy,Consumer,South,Miami
NM202402250230,,,CU0068,PR504,Technology,Accessories,1,727.92,0.0,301.33,,41.39603253104737,,USB Hub,Technology,Accessories,426.59,727.92,Jamie Ray,Consumer,West,Seattle
NM202402844521,,,CU0195,PR519,Office Supplies,Paper,6,47.29,0.3,4.15,,8.775639670120535,,Cardstock,Office Supplies,Paper,7.19,11.26,Riley Bell,Corporate,South,Miami
NM202402377419,,,CU0120,PR510,Furniture,Chairs,7,1358.78,0.2,191.11,,14.064822855797113,,Task Chair,Furniture,Chairs,166.81,242.64,Alex Wood,Corporate,East,Boston
NM202402837123,,,CU0046,PR513,Furniture,Tables,3,533.48,0.3,-54.61,,-10.236559946014845,,Meeting Table,Furniture,Tables,196.03,254.04,Morgan Bell,Corporate,South,Miami
NM202402786518,2024-02-09,2024-02-10,CU0096,PR505,Technology,Accessories,3,582.72,0.0,245.16,February,42.07166392092257,1.0,BT Mouse,Technology,Accessories,112.52,194.24,Riley Fox,Home Office,East,Boston
NM202402226572,,,CU0177,PR503,Technology,Phones,3,394.97,0.15,100.7,,25.495607261310983,,iView 11,Technology,Phones,98.09,154.89,Taylor Lee,Corporate,West,Los Angeles
NM202402931629,,,CU0219,PR503,Technology,Phones,5,619.56,0.2,129.11,,20.838982503712316,,iView 11,Technology,Phones,98.09,154.89,Sam Fox,Consumer,West,Los Angeles
NM202402500539,,,CU0110,PR505,Technology,Accessories,8,1087.74,0.0,187.58,,17.244929854560834,,BT Mouse,Technology,Accessories,112.52,194.24,Jordan Wood,Consumer,West,Seattle
NM202402722101,,,CU0164,PR517,Office Supplies,Binders,3,159.19,0.4,15.61,,9.805892329920221,,Poly Binder,Office Supplies,Binders,47.86,88.44,Taylor Lee,Corporate,Central,Chicago
NM202402550141,,,CU0117,PR502,Technology,Phones,4,1141.92,0.1,492.16,,43.0993414599972,,Pixel Mini,Technology,Phones,162.44,317.2,Alex Hunt,Consumer,South,Atlanta
NM202402396704,,,CU0083,PR515,Furniture,Bookcases,6,3433.86,0.0,1533.18,,44.64887910398211,,Corner Case,Furniture,Bookcases,316.78,572.31,Taylor Wood,Consumer,Central,Chicago
NM202402898353,,,CU0237,PR510,Furniture,Chairs,3,618.73,0.15,118.3,,19.119809933250366,,Task Chair,Furniture,Chairs,166.81,242.64,Jordan Ray,Consumer,West,Seattle
NM202402114910,,,CU0111,PR518,Office Supplies,Paper,3,142.06,0.3,40.06,,28.199352386315642,,Copy Paper,Office Supplies,Paper,34.0,67.65,Riley Shah,Consumer,East,New York
NM202402176253,,,CU0182,PR513,Furniture,Tables,3,457.27,0.4,-130.82,,-28.60891814464102,,Meeting Table,Furniture,Tables,196.03,254.04,Taylor Fox,Consumer,East,Boston
NM202402702328,,,CU0123,PR512,Furniture,Tables,5,3136.28,0.1,598.47,,19.08216103154055,,Standing Desk,Furniture,Tables,507.56,696.95,Sam Dean,Home Office,Central,Dallas
NM202402664647,2024-02-08,2024-02-13,CU0166,PR516,Office Supplies,Binders,7,67.48,0.0,33.32,February,49.377593360995846,5.0,Ring Binder,Office Supplies,Binders,4.88,9.64,Jamie Ray,Consumer,Central,Dallas
NM202402813232,,,CU0033,PR510,Furniture,Chairs,1,206.24,0.15,39.43,,19.118502715283164,,Task Chair,Furniture,Chairs,166.81,242.64,Drew Cruz,Consumer,South,Miami
NM202402373197,,,CU0047,PR513,Furniture,Tables,5,1270.2,0.0,290.05,,22.8349866162809,,Meeting Table,Furniture,Tables,196.03,254.04,Morgan Shah,Consumer,East,Boston
NM202402186167,,,CU0161,PR523,Office Supplies,Art,7,357.21,0.0,86.66,,24.260239075053892,,Marker Set,Office Supplies,Art,38.65,51.03,Riley Hunt,Corporate,Central,Chicago
NM202402863064,,,CU0055,PR507,Technology,Machines,8,136.61,0.6,-22.19,,-16.243320401141936,,LaserJet 100,Technology,Machines,19.85,42.69,Drew Cruz,Corporate,West,Seattle
NM202402137528,2024-02-27,2024-03-05,CU0085,PR511,Furniture,Chairs,8,665.34,0.3,163.98,February,24.6460456308053,7.0,Mesh Chair,Furniture,Chairs,62.67,118.81,Riley Ray,Corporate,West,Seattle
NM202402605136,,,CU0195,PR504,Technology,Accessories,2,1455.84,0.0,602.66,,41.39603253104737,,USB Hub,Technology,Accessories,426.59,727.92,Riley Bell,Corporate,South,Miami
NM202402256528,,,CU0236,PR517,Office Supplies,Binders,2,70.75,0.6,-24.97,,-35.293286219081274,,Poly Binder,Office Supplies,Binders,47.86,88.44,Jamie Lee,Home Office,South,Miami
NM202402659231,,,CU0002,PR508,Technology,Machines,8,1101.36,0.4,155.44,,14.11345972252488,,InkFlow 20,Technology,Machines,118.24,229.45,Alex Lee,Consumer,West,Seattle
NM202402447024,,,CU0240,PR523,Office Supplies,Art,6,260.25,0.15,28.35,,10.893371757925072,,Marker Set,Office Supplies,Art,38.65,51.03,Sam Cruz,Home Office,East,New York
NM202402509049,,,CU0233,PR505,Technology,Accessories,1,174.82,0.1,62.3,,35.63665484498341,,BT Mouse,Technology,Accessories,112.52,194.24,Alex Hunt,Consumer,East,Boston
NM202402592797,,,CU0236,PR512,Furniture,Tables,6,4181.7,0.0,1136.34,,27.174115790228853,,Standing Desk,Furniture,Tables,507.56,696.95,Jamie Lee,Home Office,South,Miami
NM202402234378,,,CU0002,PR505,Technology,Accessories,2,388.48,0.0,0.0,,0.0,,BT Mouse,Technology,Accessories,112.52,194.24,Alex Lee,Consumer,West,Seattle
NM202402392912,,,CU0228,PR504,Technology,Accessories,6,3712.39,0.15,1152.85,,31.05411877523644,,USB Hub,Technology,Accessories,426.59,727.92,Taylor Ray,Corporate,West,Los Angeles
NM202402297129,,,CU0009,PR519,Office Supplies,Paper,6,67.56,0.0,24.42,,36.14564831261101,,Cardstock,Office Supplies,Paper,7.19,11.26,Casey Cruz,Corporate,West,Los Angeles
NM202402962568,,,CU0158,PR523,Office Supplies,Art,4,142.88,0.3,-11.72,,-8.202687569988802,,Marker Set,Office Supplies,Art,38.65,51.03,Jordan Hunt,Home Office,South,Atlanta
NM202402848235,2024-02-29,2024-03-02,CU0120,PR519,Office Supplies,Paper,4,27.02,0.4,-1.74,February,-6.439674315321983,2.0,Cardstock,Office Supplies,Paper,7.19,11.26,Alex Wood,Corporate,East,Boston
NM202402797680,,,CU0076,PR513,Furniture,Tables,8,1829.09,0.1,260.85,,14.26118999065109,,Meeting Table,Furniture,Tables,196.03,254.04,Jordan Lee,Corporate,Central,Dallas
NM202402955989,2024-02-17,2024-02-18,CU0062,PR505,Technology,Accessories,6,932.35,0.2,257.23,February,27.589424572317263,1.0,BT Mouse,Technology,Accessories,112.52,194.24,Morgan Dean,Consumer,Central,Dallas
NM202402852617,2024-02-16,2024-02-23,CU0154,PR512,Furniture,Tables,4,2230.24,0.2,200.0,February,8.967644737786069,7.0,Standing Desk,Furniture,Tables,507.56,696.95,Sam Lee,Consumer,South,Miami
NM202402915270,,,CU0149,PR518,Office Supplies,Paper,8,432.96,0.2,160.96,,37.17664449371767,,Copy Paper,Office Supplies,Paper,34.0,67.65,Morgan Cruz,Corporate,West,Los Angeles
NM202402990672,,,CU0020,PR514,Furniture,Bookcases,3,715.42,0.1,235.33,,32.89396438455733,,4-Shelf Case,Furniture,Bookcases,160.03,264.97,Drew Ray,Corporate,Central,Dallas
NM202402185653,,,CU0207,PR519,Office Supplies,Paper,2,19.14,0.15,4.76,,24.869383490073144,,Cardstock,Office Supplies,Paper,7.19,11.26,Jordan Ray,Corporate,Central,Dallas
NM202402679347,,,CU0055,PR522,Office Supplies,Storage,4,150.08,0.1,62.0,,41.311300639658846,,File Cabinet,Office Supplies,Storage,22.02,41.69,Drew Cruz,Corporate,West,Seattle
NM202402899064,,,CU0119,PR523,Office Supplies,Art,3,153.09,0.0,37.14,,24.260239075053892,,Marker Set,Office Supplies,Art,38.65,51.03,Sam Fox,Consumer,West,Seattle
NM202402466131,,,CU0183,PR524,Office Supplies,Art,1,84.51,0.0,18.57,,21.973730919417818,,Sketch Pad,Office Supplies,Art,65.94,84.51,Riley Lee,Corporate,Central,Dallas
NM202402514159,,,CU0049,PR511,Furniture,Chairs,3,356.43,0.0,168.42,,47.25191482198468,,Mesh Chair,Furniture,Chairs,62.67,118.81,Sam Bell,Corporate,Central,Dallas
NM202402339095,,,CU0202,PR502,Technology,Phones,3,666.12,0.3,178.8,,26.842010448567827,,Pixel Mini,Technology,Phones,162.44,317.2,Alex Wood,Corporate,Central,Chicago
NM202402180930,,,CU0130,PR520,Office Supplies,Paper,3,29.7,0.0,14.07,,47.37373737373737,,Sticky Notes,Office Supplies,Paper,5.21,9.9,Jordan Fox,Home Office,Central,Chicago
NM202402363420,2024-02-10,2024-02-17,CU0130,PR508,Technology,Machines,2,413.01,0.1,176.53,February,42.74230648168325,7.0,InkFlow 20,Technology,Machines,118.24,229.45,Jordan Fox,Home Office,Central,Chicago
NM202402574029,,,CU0029,PR518,Office Supplies,Paper,7,378.84,0.2,140.84,,37.17664449371767,,Copy Paper,Office Supplies,Paper,34.0,67.65,Casey Hunt,Home Office,West,Los Angeles
NM202402743591,,,CU0235,PR511,Furniture,Chairs,3,320.79,0.1,132.78,,41.391564574955574,,Mesh Chair,Furniture,Chairs,62.67,118.81,Sam Roy,Consumer,East,New York
NM202402612768,,,CU0160,PR502,Technology,Phones,3,951.6,0.0,464.28,,48.78940731399747,,Pixel Mini,Technology,Phones,162.44,317.2,Quinn Fox,Home Office,South,Atlanta
NM202402616686,,,CU0118,PR510,Furniture,Chairs,3,291.17,0.6,-209.26,,-71.86866778857711,,Task Chair,Furniture,Chairs,166.81,242.64,Alex Lee,Consumer,South,Miami
NM202402978304,,,CU0002,PR521,Office Supplies,Storage,8,398.4,0.0,94.56,,23.73493975903615,,Storage Box,Office Supplies,Storage,37.98,49.8,Alex Lee,Consumer,West,Seattle
NM202402207109,,,CU0167,PR524,Office Supplies,Art,6,456.35,0.1,60.71,,13.303385559329461,,Sketch Pad,Office Supplies,Art,65.94,84.51,Quinn Cruz,Consumer,South,Miami
NM202402848225,2024-02-21,2024-02-21,CU0236,PR519,Office Supplies,Paper,3,27.02,0.2,5.45,February,20.170244263508515,0.0,Cardstock,Office Supplies,Paper,7.19,11.26,Jamie Lee,Home Office,South,Miami
NM202402225820,,,CU0021,PR508,Technology,Machines,7,642.46,0.6,-185.22,,-28.82981041621268,,InkFlow 20,Technology,Machines,118.24,229.45,Riley Wood,Home Office,South,Miami
NM202402352909,,,CU0055,PR508,Technology,Machines,6,1376.7,0.0,667.26,,48.46807583351492,,InkFlow 20,Technology,Machines,118.24,229.45,Drew Cruz,Corporate,West,Seattle
NM202402693155,,,CU0124,PR519,Office Supplies,Paper,3,33.78,0.0,12.21,,36.14564831261101,,Cardstock,Office Supplies,Paper,7.19,11.26,Alex Bell,Consumer,East,New York
NM202402574511,,,CU0118,PR502,Technology,Phones,3,761.28,0.2,273.96,,35.986759142496844,,Pixel Mini,Technology,Phones,162.44,317.2,Alex Lee,Consumer,South,Miami
NM202402626978,,,CU0165,PR517,Office Supplies,Binders,6,477.58,0.1,190.42,,39.87185393023158,,Poly Binder,Office Supplies,Binders,47.86,88.44,Jamie Ray,Corporate,West,Los Angeles
NM202402101041,,,CU0054,PR517,Office Supplies,Binders,3,106.13,0.6,-37.45,,-35.28691227739565,,Poly Binder,Office Supplies,Binders,47.86,88.44,Casey Ray,Corporate,South,Miami
NM202402371659,,,CU0160,PR515,Furniture,Bookcases,4,1831.39,0.2,564.27,,30.81102332108398,,Corner Case,Furniture,Bookcases,316.78,572.31,Quinn Fox,Home Office,South,Atlanta
NM202402663755,,,CU0055,PR518,Office Supplies,Paper,3,182.66,0.1,80.66,,44.1585459323333,,Copy Paper,Office Supplies,Paper,34.0,67.65,Drew Cruz,Corporate,West,Seattle
NM202402321331,,,CU0144,PR516,Office Supplies,Binders,1,8.19,0.15,3.31,,40.415140415140414,,Ring Binder,Office Supplies,Binders,4.88,9.64,Morgan Cruz,Consumer,West,Seattle
NM202402592421,,,CU0055,PR511,Furniture,Chairs,7,332.67,0.6,-106.02,,-31.869420146090714,,Mesh Chair,Furniture,Chairs,62.67,118.81,Drew Cruz,Corporate,West,Seattle
NM202402555850,,,CU0147,PR517,Office Supplies,Binders,1,88.44,0.0,40.58,,45.884215287200355,,Poly Binder,Office Supplies,Binders,47.86,88.44,Quinn Wood,Corporate,West,Seattle
NM202402452590,,,CU0101,PR506,Technology,Accessories,7,4118.94,0.1,1820.98,,44.20991808572109,,Keyboard X,Technology,Accessories,328.28,653.8,Taylor Wood,Corporate,South,Miami
NM202402358554,,,CU0054,PR514,Furniture,Bookcases,5,1324.85,0.0,524.7,,39.604483526436965,,4-Shelf Case,Furniture,Bookcases,160.03,264.97,Casey Ray,Corporate,South,Miami
NM202402129964,,,CU0222,PR519,Office Supplies,Paper,1,10.13,0.1,2.94,,29.02270483711747,,Cardstock,Office Supplies,Paper,7.19,11.26,Drew Wood,Consumer,West,Los Angeles
NM202402481422,,,CU0097,PR510,Furniture,Chairs,8,1649.95,0.15,315.47,,19.119973332525227,,Task Chair,Furniture,Chairs,166.81,242.64,Alex Bell,Corporate,Central,Dallas
NM202402646529,,,CU0167,PR519,Office Supplies,Paper,2,9.01,0.6,-5.37,,-59.600443951165374,,Cardstock,Office Supplies,Paper,7.19,11.26,Quinn Cruz,Consumer,South,Miami
NM202402936896,,,CU0239,PR502,Technology,Phones,7,2220.4,0.0,1083.32,,48.78940731399747,,Pixel Mini,Technology,Phones,162.44,317.2,Morgan Roy,Corporate,South,Atlanta
NM202402544777,,,CU0208,PR503,Technology,Phones,2,263.31,0.15,67.13,,25.494664084159353,,iView 11,Technology,Phones,98.09,154.89,Morgan Ray,Corporate,West,Seattle
NM202402304087,,,CU0220,PR521,Office Supplies,Storage,1,42.33,0.15,4.35,,10.276399716513112,,Storage Box,Office Supplies,Storage,37.98,49.8,Drew Dean,Consumer,Central,Dallas
NM202402219500,,,CU0115,PR506,Technology,Accessories,8,5230.4,0.0,2604.16,,49.788926277148974,,Keyboard X,Technology,Accessories,328.28,653.8,Taylor Cruz,Consumer,East,Boston
NM202402207769,,,CU0053,PR503,Technology,Phones,6,650.54,0.3,62.0,,9.530543855873583,,iView 11,Technology,Phones,98.09,154.89,Alex Lee,Corporate,East,New York
NM202402257837,,,CU0180,PR521,Office Supplies,Storage,4,159.36,0.2,7.44,,4.66867469879518,,Storage Box,Office Supplies,Storage,37.98,49.8,Jamie Bell,Home Office,Central,Chicago
NM202402804522,,,CU0033,PR502,Technology,Phones,8,2537.6,0.0,1238.08,,48.78940731399748,,Pixel Mini,Technology,Phones,162.44,317.2,Drew Cruz,Consumer,South,Miami
NM202402928526,,,CU0066,PR505,Technology,Accessories,2,310.78,0.0,85.74,,27.58864791814145,,BT Mouse,Technology,Accessories,112.52,194.24,Morgan Cruz,Home Office,West,Seattle
NM202402392700,,,CU0142,PR502,Technology,Phones,8,2537.6,0.0,1238.08,,48.78940731399748,,Pixel Mini,Technology,Phones,162.44,317.2,Quinn Dean,Consumer,Central,Chicago
NM202402927605,,,CU0191,PR522,Office Supplies,Storage,8,333.52,0.0,157.36,,47.18157831614297,,File Cabinet,Office Supplies,Storage,22.02,41.69,Jordan Dean,Corporate,West,Los Angeles
NM202402693200,,,CU0232,PR508,Technology,Machines,8,1652.04,0.1,706.12,,42.74230648168325,,InkFlow 20,Technology,Machines,118.24,229.45,Casey Ray,Consumer,Central,Chicago
NM202402181881,,,CU0189,PR513,Furniture,Tables,1,177.83,0.3,-18.2,,-10.234493617499858,,Meeting Table,Furniture,Tables,196.03,254.04,Sam Fox,Corporate,East,New York
NM202402914186,,,CU0124,PR513,Furniture,Tables,4,609.7,0.4,-174.42,,-28.607511891093978,,Meeting Table,Furniture,Tables,196.03,254.04,Alex Bell,Consumer,East,New York
NM202402731918,,,CU0103,PR518,Office Supplies,Paper,2,135.3,0.0,67.3,,49.741315594974125,,Copy Paper,Office Supplies,Paper,34.0,67.65,Quinn Bell,Consumer,South,Miami
NM202402134100,,,CU0204,PR522,Office Supplies,Storage,4,166.76,0.0,78.68,,47.18157831614297,,File Cabinet,Office Supplies,Storage,22.02,41.69,Morgan Bell,Home Office,Central,Dallas
NM202402124765,,,CU0229,PR505,Technology,Accessories,6,1165.44,0.0,490.32,,42.07166392092257,,BT Mouse,Technology,Accessories,112.52,194.24,Drew Bell,Corporate,Central,Chicago
NM202402883735,,,CU0085,PR504,Technology,Accessories,1,655.13,0.1,228.54,,34.884679376612276,,USB Hub,Technology,Accessories,426.59,727.92,Riley Ray,Corporate,West,Seattle
NM202402566279,,,CU0213,PR524,Office Supplies,Art,1,71.83,0.15,5.89,,8.199916469441737,,Sketch Pad,Office Supplies,Art,65.94,84.51,Drew Wood,Consumer,South,Atlanta
NM202402184770,2024-02-06,2024-02-07,CU0148,PR511,Furniture,Chairs,3,302.97,0.15,114.96,February,37.944350925834236,1.0,Mesh Chair,Furniture,Chairs,62.67,118.81,Alex Shah,Corporate,South,Atlanta
NM202402775540,,,CU0166,PR508,Technology,Machines,6,1376.7,0.0,667.26,,48.46807583351492,,InkFlow 20,Technology,Machines,118.24,229.45,Jamie Ray,Consumer,Central,Dallas
NM202402337378,,,CU0189,PR511,Furniture,Chairs,7,706.92,0.15,268.23,,37.94347309455102,,Mesh Chair,Furniture,Chairs,62.67,118.81,Sam Fox,Corporate,East,New York
NM202402755704,,,CU0195,PR522,Office Supplies,Storage,8,333.52,0.0,157.36,,47.18157831614297,,File Cabinet,Office Supplies,Storage,22.02,41.69,Riley Bell,Corporate,South,Miami
NM202402241830,,,CU0240,PR519,Office Supplies,Paper,4,27.02,0.4,-1.74,,-6.439674315321983,,Cardstock,Office Supplies,Paper,7.19,11.26,Sam Cruz,Home Office,East,New York
